news_id,Date,Headline,Source,Market_Event,Sector,query_text,rank,predicted_ticker,final_score,bi_score,cross_score,boost,sentiment_label,sentiment_confidence,sentiment_score,sentiment_adjusted_score
1306,2025-03-02,Retail sales report surpasses all forecasts,Economic Times,Trade Tariffs Announcement,Transportation,Retail sales report surpasses all forecasts | Trade Tariffs Announcement | Transportation | Medium | Neutral | DAX,1,03165,0.797162,0.797162,0.0,0.0,positive,0.873907,1,0.971323
1307,2025-04-26,Central Bank's dovish tone hints at future rate cuts,Mint,Supply Chain Disruption,Retail,Central Bank's dovish tone hints at future rate cuts | Supply Chain Disruption | Retail | Medium | Negative | Euro Stoxx 50,1,03081,0.888671,0.788671,0.0,0.1,negative,0.433879,-1,0.792277
1308,2025-04-26,Banking stocks dip after a major scandal is revealed,Financial Times,Government Policy Announcement,Transportation,Banking stocks dip after a major scandal is revealed | Government Policy Announcement | Transportation | Low | Neutral | Euro Stoxx 50,1,03165,0.806067,0.806067,0.0,0.0,negative,0.942514,-1,0.616135
1309,2025-04-14,Market braces for a major policy announcement from the EU,Business Standard,IPO Launch,Technology,Market braces for a major policy announcement from the EU | IPO Launch | Technology | High | Positive | Dow Jones,1,03081,0.789939,0.789939,0.0,0.0,neutral,0.55384,0,0.789939
1310,2025-05-30,Crude oil prices drop to a multi-year low,Bloomberg,Consumer Confidence Report,Healthcare,Crude oil prices drop to a multi-year low | Consumer Confidence Report | Healthcare | Medium | Negative | DAX,1,03175,1.017558,0.817558,0.0,0.2,negative,0.962729,-1,0.77265
1311,2025-04-20,Merger talks between two banks fall through,Bloomberg,Government Policy Announcement,Automotive,Merger talks between two banks fall through | Government Policy Announcement | Automotive | Medium | Negative | FTSE 100,1,03473,0.774669,0.774669,0.0,0.0,negative,0.95868,-1,0.589004
1312,2025-08-14,ASX 200 gains on strong export performance,Yahoo Finance,Central Bank Meeting,Telecommunications,ASX 200 gains on strong export performance | Central Bank Meeting | Telecommunications | High | Neutral | Euro Stoxx 50,1,03165,0.794862,0.794862,0.0,0.0,positive,0.942392,1,0.98213
1313,2025-04-30,Financial sector bracing for new capital requirements,The Motley Fool,IPO Launch,Consumer Goods,Financial sector bracing for new capital requirements | IPO Launch | Consumer Goods | Low | Neutral | IBOVESPA,1,03077,0.817333,0.817333,0.0,0.0,negative,0.87031,-1,0.6395
1314,2025-04-03,Government subsidy program gives a lift to the agriculture sector,Seeking Alpha,Consumer Confidence Report,Technology,Government subsidy program gives a lift to the agriculture sector | Consumer Confidence Report | Technology | Low | Positive | Nikkei 225,1,03165,0.781744,0.781744,0.0,0.0,positive,0.917761,1,0.961108
1315,2025-07-13,Government policy shift boosts renewable energy sector,Times of India,Geopolitical Event,Healthcare,Government policy shift boosts renewable energy sector | Geopolitical Event | Healthcare | Medium | Neutral | S&P/TSX Composite,1,02809,0.785906,0.785906,0.0,0.0,positive,0.938796,1,0.970357
1316,2025-03-12,Real Estate sector shows signs of overheating as interest rates fall,Barron's,Trade Tariffs Announcement,Finance,Real Estate sector shows signs of overheating as interest rates fall | Trade Tariffs Announcement | Finance | Low | Negative | Euro Stoxx 50,1,02800,0.905135,0.805135,0.0,0.1,negative,0.96423,-1,0.686946
1317,2025-07-20,Consumer Discretionary stocks outperform as spending increases,Bloomberg,Market Rally,Retail,Consumer Discretionary stocks outperform as spending increases | Market Rally | Retail | High | Negative | Nikkei 225,1,03153,0.813976,0.813976,0.0,0.0,negative,0.789037,-1,0.653412
1318,2025-05-20,New housing data release shows a slowdown in market activity,Investopedia,Interest Rate Change,Finance,New housing data release shows a slowdown in market activity | Interest Rate Change | Finance | High | Neutral | BSE Sensex,1,03165,0.90641,0.80641,0.0,0.1,negative,0.970689,-1,0.686449
1319,2025-04-08,Healthcare stocks gain on robust demand and strong outlook,Economic Times,Cryptocurrency Regulation,Retail,Healthcare stocks gain on robust demand and strong outlook | Cryptocurrency Regulation | Retail | High | Negative | Euro Stoxx 50,1,03186,0.791067,0.791067,0.0,0.0,positive,0.944635,1,0.977884
1320,2025-02-07,Semiconductor shortages weigh heavily on tech sector profits,Financial Times,Stock Market Crash,Retail,Semiconductor shortages weigh heavily on tech sector profits | Stock Market Crash | Retail | Medium | Negative | S&P 500,1,03486,0.907949,0.807949,0.0,0.1,negative,0.942673,-1,0.693974
1321,2025-07-14,,Seeking Alpha,Regulatory Changes,Energy,nan | Regulatory Changes | Energy | Medium | Positive | Nasdaq Composite,1,03182,0.802025,0.802025,0.0,0.0,neutral,0.914585,0,0.802025
1322,2025-02-01,Retail sales report surpasses all forecasts,Wall Street Journal,Stock Market Crash,Media & Entertainment,Retail sales report surpasses all forecasts | Stock Market Crash | Media & Entertainment | Low | Neutral | DAX,1,03165,0.798226,0.798226,0.0,0.0,positive,0.873907,1,0.97262
1323,2025-02-10,Major oil spill sends energy stocks plummeting,Economic Times,Market Rally,Agriculture,Major oil spill sends energy stocks plummeting | Market Rally | Agriculture | Medium | Positive | KOSPI,1,03175,1.011423,0.811423,0.0,0.2,negative,0.95815,-1,0.769149
1324,2025-03-15,Record-high inflation data rattles investors,Times of India,Regulatory Changes,Retail,Record-high inflation data rattles investors | Regulatory Changes | Retail | Medium | Negative | Shanghai Composite,1,03077,0.82484,0.82484,0.0,0.0,negative,0.940459,-1,0.630908
1325,2025-05-05,Geopolitical ceasefire prompts a broad market recovery,Investopedia,Government Policy Announcement,Aerospace & Defense,Geopolitical ceasefire prompts a broad market recovery | Government Policy Announcement | Aerospace & Defense | High | Negative | KOSPI,1,03477,0.896142,0.796142,0.0,0.1,neutral,0.720305,0,0.896142
1326,2025-07-23,Central Bank's dovish tone hints at future rate cuts,Seeking Alpha,Corporate Earnings Report,Media & Entertainment,Central Bank's dovish tone hints at future rate cuts | Corporate Earnings Report | Media & Entertainment | Low | Negative | Nasdaq Composite,1,03077,0.903075,0.803075,0.0,0.1,negative,0.433879,-1,0.805119
1327,2025-05-14,China's Shanghai Composite falls after new trade restrictions,Barron's,Interest Rate Change,Telecommunications,China's Shanghai Composite falls after new trade restrictions | Interest Rate Change | Telecommunications | High | Positive | Nikkei 225,1,03005,1.007311,0.807311,0.0,0.2,negative,0.949947,-1,0.768088
1328,2025-06-25,Record-high inflation data rattles investors,CNBC,Currency Devaluation,Pharmaceuticals,Record-high inflation data rattles investors | Currency Devaluation | Pharmaceuticals | Medium | Positive | CAC 40,1,03077,0.821523,0.821523,0.0,0.0,negative,0.940459,-1,0.628371
1329,2025-03-14,Unexpected rise in unemployment fuels market pessimism,Yahoo Finance,Cryptocurrency Regulation,Construction,Unexpected rise in unemployment fuels market pessimism | Cryptocurrency Regulation | Construction | Low | Positive | S&P/TSX Composite,1,03129,0.802028,0.802028,0.0,0.0,negative,0.913377,-1,0.618889
1330,2025-02-13,Massive stock buyback program announced by a consumer goods company,Seeking Alpha,Cryptocurrency Regulation,Transportation,Massive stock buyback program announced by a consumer goods company | Cryptocurrency Regulation | Transportation | High | Negative | NSE Nifty,1,03179,0.822938,0.822938,0.0,0.0,neutral,0.685082,0,0.822938
1331,2025-06-12,Major technology firm acquires a smaller rival in a multi-billion dollar deal,The Motley Fool,Supply Chain Disruption,Technology,Major technology firm acquires a smaller rival in a multi-billion dollar deal | Supply Chain Disruption | Technology | Medium | Positive | DAX,1,03448,0.781587,0.781587,0.0,0.0,positive,0.692591,1,0.916917
1332,2025-03-17,Central Bank's dovish tone hints at future rate cuts,Business Standard,Major Merger/Acquisition,Transportation,Central Bank's dovish tone hints at future rate cuts | Major Merger/Acquisition | Transportation | High | Positive | BSE Sensex,1,03077,0.893143,0.793143,0.0,0.1,negative,0.433879,-1,0.796264
1333,2025-04-28,Government spending bill is expected to stimulate the economy,Bloomberg,Commodity Price Shock,Agriculture,Government spending bill is expected to stimulate the economy | Commodity Price Shock | Agriculture | High | Negative | NSE Nifty,1,03081,0.994544,0.794544,0.0,0.2,positive,0.913673,1,1.221716
1334,2025-05-16,Bond yields tumble as investors seek safe havens,Investopedia,Major Merger/Acquisition,Energy,Bond yields tumble as investors seek safe havens | Major Merger/Acquisition | Energy | Medium | Positive | ASX 200,1,03136,0.813735,0.813735,0.0,0.0,negative,0.953942,-1,0.619671
1335,2025-04-21,,Seeking Alpha,Stock Market Crash,Technology,nan | Stock Market Crash | Technology | Medium | Negative | Hang Seng,1,03067,0.825688,0.825688,0.0,0.0,negative,0.655541,-1,0.69037
1336,2025-07-15,ASX 200 gains on strong export performance,Forbes,Geopolitical Event,Aerospace & Defense,ASX 200 gains on strong export performance | Geopolitical Event | Aerospace & Defense | Low | Negative | NSE Nifty,1,03165,0.797584,0.797584,0.0,0.0,positive,0.942392,1,0.985493
1337,2025-02-11,Government spending bill is expected to stimulate the economy,Business Standard,Trade Tariffs Announcement,Pharmaceuticals,Government spending bill is expected to stimulate the economy | Trade Tariffs Announcement | Pharmaceuticals | Medium | Negative | FTSE 100,1,03077,0.79934,0.79934,0.0,0.0,positive,0.913673,1,0.981924
1338,2025-03-19,New regulations on cryptocurrencies cause a market dip,Barron's,Consumer Confidence Report,Agriculture,New regulations on cryptocurrencies cause a market dip | Consumer Confidence Report | Agriculture | Low | Positive | Shanghai Composite,1,03077,0.822674,0.822674,0.0,0.0,negative,0.960466,-1,0.625136
1339,2025-03-04,Quarterly report shows surprising losses for retail giants,Financial Times,Unemployment Rate Announcement,Industrials,Quarterly report shows surprising losses for retail giants | Unemployment Rate Announcement | Industrials | Low | Negative | KOSPI,1,03175,0.797141,0.797141,0.0,0.0,negative,0.808206,-1,0.636077
1340,2025-03-08,Manufacturing PMI data signals economic expansion,Times of India,Trade Tariffs Announcement,Technology,Manufacturing PMI data signals economic expansion | Trade Tariffs Announcement | Technology | Low | Negative | Shanghai Composite,1,03077,0.807146,0.807146,0.0,0.0,positive,0.831785,1,0.974989
1341,2025-08-10,Government subsidy program gives a lift to the agriculture sector,Forbes,Major Merger/Acquisition,Agriculture,Government subsidy program gives a lift to the agriculture sector | Major Merger/Acquisition | Agriculture | Medium | Neutral | TSX,1,03165,0.789236,0.789236,0.0,0.0,positive,0.917761,1,0.970319
1342,2025-04-13,Quarterly report shows surprising losses for retail giants,Barron's,Central Bank Meeting,Retail,Quarterly report shows surprising losses for retail giants | Central Bank Meeting | Retail | High | Positive | Nasdaq Composite,1,02800,0.787033,0.787033,0.0,0.0,negative,0.808206,-1,0.628012
1343,2025-07-11,Consumer Discretionary stocks outperform as spending increases,Yahoo Finance,Interest Rate Change,Transportation,Consumer Discretionary stocks outperform as spending increases | Interest Rate Change | Transportation | Medium | Negative | Hang Seng,1,03032,0.917955,0.817955,0.0,0.1,negative,0.789037,-1,0.73688
1344,2025-05-29,Central bank maintains status quo on interest rates,Wall Street Journal,Interest Rate Change,Consumer Goods,Central bank maintains status quo on interest rates | Interest Rate Change | Consumer Goods | High | Neutral | DAX,1,03077,0.909211,0.809211,0.0,0.1,neutral,0.917198,0,0.909211
1345,2025-05-07,China's Shanghai Composite falls after new trade restrictions,Financial Times,Bond Market Fluctuation,Energy,China's Shanghai Composite falls after new trade restrictions | Bond Market Fluctuation | Energy | Low | Neutral | TSX,1,02809,0.917589,0.817589,0.0,0.1,negative,0.949947,-1,0.699674
1346,2025-03-28,Merger talks between two banks fall through,The Motley Fool,Corporate Earnings Report,Healthcare,Merger talks between two banks fall through | Corporate Earnings Report | Healthcare | Medium | Neutral | S&P/TSX Composite,1,03070,0.78019,0.78019,0.0,0.0,negative,0.95868,-1,0.593202
1347,2025-05-06,Dow Jones plunges as market fears recession,Economic Times,Inflation Data Release,Automotive,Dow Jones plunges as market fears recession | Inflation Data Release | Automotive | Medium | Nasdaq Composite,1,03077,0.806057,0.806057,0.0,0.0,negative,0.913254,-1,0.622023
1348,2025-02-20,Government subsidy program gives a lift to the agriculture sector,Bloomberg,Bond Market Fluctuation,Healthcare,Government subsidy program gives a lift to the agriculture sector | Bond Market Fluctuation | Healthcare | High | Positive | CAC 40,1,03077,0.795161,0.795161,0.0,0.0,positive,0.917761,1,0.977603
1349,2025-04-27,Pharmaceutical company's drug approval drives stock upward,Seeking Alpha,Bond Market Fluctuation,Media & Entertainment,Pharmaceutical company's drug approval drives stock upward | Bond Market Fluctuation | Media & Entertainment | Low | Negative | BSE Sensex,1,02841,0.797646,0.797646,0.0,0.0,negative,0.662693,-1,0.665497
1350,2025-04-04,Central Bank's dovish tone hints at future rate cuts,Business Standard,Unemployment Rate Announcement,Technology,Central Bank's dovish tone hints at future rate cuts | Unemployment Rate Announcement | Technology | Low | Negative | FTSE 100,1,03077,0.885499,0.785499,0.0,0.1,negative,0.433879,-1,0.789449
1351,2025-03-07,Utilities sector remains stable during market fluctuations,Investopedia,Corporate Earnings Report,Retail,Utilities sector remains stable during market fluctuations | Corporate Earnings Report | Retail | Low | Neutral | Hang Seng,1,02800,0.812356,0.812356,0.0,0.0,positive,0.80296,1,0.975428
1352,2025-03-28,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Investopedia,Consumer Confidence Report,Telecommunications,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Consumer Confidence Report | Telecommunications | Low | Neutral | Nasdaq Composite,1,03477,0.776444,0.776444,0.0,0.0,positive,0.870487,1,0.945415
1353,2025-03-26,,Financial Times,Regulatory Changes,Materials,nan | Regulatory Changes | Materials | High | Positive | Euro Stoxx 50,1,03165,0.814269,0.814269,0.0,0.0,neutral,0.863831,0,0.814269
1354,2025-02-07,Media and Entertainment companies report a surge in streaming revenue,The Motley Fool,Consumer Confidence Report,Aerospace & Defense,Media and Entertainment companies report a surge in streaming revenue | Consumer Confidence Report | Aerospace & Defense | High | Neutral | KOSPI,1,03165,0.786659,0.786659,0.0,0.0,positive,0.893271,1,0.962334
